HGNC ID	Approved symbol	Chromosome	Chromosome location	Ensembl gene ID	NCBI gene ID	UCSC gene ID	UniProt accession	OMIM ID	Orphanet ID
HGNC:7805	NFYB	12	12q23.3	ENSG00000120837	4801	uc001tkl.2	P25208	189904	
HGNC:7806	NFYC	1	1p34.2	ENSG00000066136	4802	uc009vwd.5	Q13952	605344	
HGNC:14077	NGB	14	14q24.3	ENSG00000165553	58157	uc001xtg.2	Q9NPG2	605304	
HGNC:20271	NGDN	14	14q11.2	ENSG00000129460	25983	uc001wjz.4	Q8NEJ9	610777	
HGNC:7807	NGEF	2	2q37.1	ENSG00000066248	25791	uc002vts.3	Q8N5V2	605991	
HGNC:7808	NGF	1	1p13.2	ENSG00000134259	4803	uc001efu.2	P01138	162030	123777
HGNC:7809	NGFR	17	17q21.33	ENSG00000064300	4804	uc002ioz.5	P08138	162010	470778
HGNC:17646	NGLY1	3	3p24.2	ENSG00000151092	55768	uc003cdl.4	Q96IV0	610661	406885
HGNC:18077	NGRN	15	15q26.1	ENSG00000182768	51335	uc002bpf.2	Q9NPE2	616718	
HGNC:25737	NHEJ1	2	2q35	ENSG00000187736	79840	uc002vjp.5	Q9H9Q4	611290	159501
HGNC:7817	NHLH1	1	1q23.2	ENSG00000171786	4807	uc001fwa.3	Q02575	162360	
HGNC:7818	NHLH2	1	1p13.1	ENSG00000177551	4808	uc057jrm.1	Q02577	162361	
HGNC:21576	NHLRC1	6	6p22.3	ENSG00000187566	378884	uc003ncl.2	Q6VVB1	608072	123779
HGNC:24731	NHLRC2	10	10q25.3	ENSG00000196865	374354	uc001lax.3	Q8NBF2	618277	
HGNC:33751	NHLRC3	13	13q13.3	ENSG00000188811	387921	uc001uxc.5	Q5JS37		
HGNC:26700	NHLRC4	16	16p13.3	ENSG00000257108	283948	uc021szs.3	P0CG21		
HGNC:14377	NHP2	5	5q35.3	ENSG00000145912	55651	uc003mir.4	Q9NX24	606470	205594
HGNC:7820	NHS	X	Xp22.2-p22.13	ENSG00000188158	4810	uc004cxx.4	Q6T4R5	300457	123783
HGNC:21021	NHSL1	6	6q24.1	ENSG00000135540	57224	uc011edp.3	Q5SYE7		
HGNC:33737	NHSL2	X	Xq13.1	ENSG00000204131	340527	uc284rbn.1	Q5HYW2		
HGNC:16784	NIBAN1	1	1q25.3	ENSG00000135842	116496	uc001gra.5	Q9BZQ8	619294	
HGNC:25282	NIBAN2	9	9q34.11	ENSG00000136830	64855	uc004brh.5	Q96TA1	614045	
HGNC:24130	NIBAN3	19	19p13.11	ENSG00000167483	199786	uc060vkd.1	Q86XR2	609967	
HGNC:18317	NICN1	3	3p21.31	ENSG00000145029	84276	uc003cwz.2	Q9BSH3	611516	
HGNC:7821	NID1	1	1q42.3	ENSG00000116962	4811	uc001hxo.4	P14543	131390	
HGNC:13389	NID2	14	14q22.1	ENSG00000087303	22795	uc001wzo.4	Q14112	605399	
HGNC:13390	NIF3L1	2	2q33.1	ENSG00000196290	60491	uc061rgx.1	Q9GZT8	605778	
HGNC:17838	NIFK	2	2q14.3	ENSG00000155438	84365		Q9BYG3	611970	
HGNC:28646	NIM1K	5	5p12	ENSG00000177453	167359		Q8IY84		
HGNC:14906	NIN	14	14q22.1	ENSG00000100503	51199	uc001wym.4	Q8N4C6	608684	325022
HGNC:7824	NINJ1	9	9q22.31	ENSG00000131669	4814	uc004atg.4	Q92982	602062	
HGNC:7825	NINJ2	12	12p13.33	ENSG00000171840	4815	uc001qil.4	Q9NZG7	607297	
HGNC:29163	NINL	20	20p11.21	ENSG00000101004	22981	uc002wux.3	Q9Y2I6	609580	
HGNC:24328	NIP7	16	16q22.1	ENSG00000132603	51388	uc002exa.4	Q9Y221	619204	
HGNC:17043	NIPA1	15	15q11.2	ENSG00000170113	123606	uc001yvc.4	Q7RTP0	608145	123785
HGNC:17044	NIPA2	15	15q11.2	ENSG00000140157	81614	uc001yuy.3	Q8N8Q9	608146	470780
HGNC:27194	NIPAL1	4	4p12	ENSG00000163293	152519	uc003gxw.4	Q6NVV3		
HGNC:25854	NIPAL2	8	8q22.2	ENSG00000104361	79815	uc003yim.2	Q9H841		
HGNC:25233	NIPAL3	1	1p36.11	ENSG00000001461	57185	uc001bjh.4	Q6P499		
HGNC:28018	NIPAL4	5	5q33.3	ENSG00000172548	348938	uc003lwx.5	Q0D2K0	609383	223546
HGNC:28862	NIPBL	5	5p13.2	ENSG00000164190	25836	uc003jkl.5	Q6KC79	608667	123789
HGNC:7827	NIPSNAP1	22	22q12.2	ENSG00000184117	8508	uc003afx.5	Q9BPW8	603249	
HGNC:4179	NIPSNAP2	7	7p11.2	ENSG00000146729	2631	uc003tre.3	O75323	603004	
HGNC:23619	NIPSNAP3A	9	9q31.1	ENSG00000136783	25934	uc004bch.1	Q9UFN0	608871	
HGNC:23641	NIPSNAP3B	9	9q31.1	ENSG00000165028	55335	uc004bci.3	Q9BS92	608872	
HGNC:18006	NISCH	3	3p21.1	ENSG00000010322	11188	uc032rnx.2	Q9Y2I1	615507	
HGNC:7828	NIT1	1	1q23.3	ENSG00000158793	4817	uc001fxv.3	Q86X76	604618	
HGNC:29878	NIT2	3	3q12.2	ENSG00000114021	56954	uc003dtv.4	Q9NQR4	616769	
HGNC:25743	NKAIN1	1	1p35.2	ENSG00000084628	79570	uc010ogd.3	Q4KMZ8	612871	
HGNC:16443	NKAIN2	6	6q22.31	ENSG00000188580	154215	uc003pzo.4	Q5VXU1	609758	
HGNC:26829	NKAIN3	8	8q12.3	ENSG00000185942	286183	uc010lyq.2	Q8N8D7	612872	
HGNC:16191	NKAIN4	20	20q13.33	ENSG00000101198	128414	uc002yek.3	Q8IVV8	612873	
HGNC:29873	NKAP	X	Xq24	ENSG00000101882	79576	uc004esh.4	Q8N5F7	300766	
HGNC:25569	NKAPD1	11	11q23.1	ENSG00000150776	55216	uc001pmt.5	Q6ZUT1		
HGNC:21584	NKAPL	6	6p22.1	ENSG00000189134	222698	uc003nkt.5	Q5M9Q1		
HGNC:17045	NKD1	16	16q12.1	ENSG00000140807	85407	uc002egg.3	Q969G9	607851	
HGNC:17046	NKD2	5	5p15.33	ENSG00000145506	85409	uc003jbt.3	Q969F2	607852	
HGNC:7830	NKG7	19	19q13.41	ENSG00000105374	4818	uc002pwj.4	Q16617	606008	
HGNC:17899	NKIRAS1	3	3p24.2	ENSG00000197885	28512	uc003cck.4	Q9NYS0	604496	
HGNC:17898	NKIRAS2	17	17q21.2	ENSG00000168256	28511	uc002hyq.4	Q9NYR9	604497	
HGNC:24739	NKPD1	19	19q13.32	ENSG00000179846	284353	uc010xxi.2	Q17RQ9		
HGNC:19374	NKRF	X	Xq24	ENSG00000186416	55922	uc004err.4	O15226	300440	
HGNC:7833	NKTR	3	3p22.1	ENSG00000114857	4820	uc003clo.4	P30414	161565	
HGNC:24975	NKX1-1	4	4p16.3	ENSG00000235608	54729	uc062ulo.1	Q15270	617869	
HGNC:31652	NKX1-2	10	10q26.13	ENSG00000229544	390010	uc010quf.3	Q9UD57		
HGNC:11825	NKX2-1	14	14q13.3	ENSG00000136352	7080	uc059axg.1	P43699	600635	156077
HGNC:7835	NKX2-2	20	20p11.22	ENSG00000125820	4821	uc002wsi.4	O95096	604612	
HGNC:7836	NKX2-3	10	10q24.2	ENSG00000119919	159296	uc009xwj.4	Q8TAU0	606727	
HGNC:7837	NKX2-4	20	20p11.22	ENSG00000125816	644524	uc010gcz.4	Q9H2Z4	607808	
HGNC:2488	NKX2-5	5	5q34	ENSG00000183072	1482	uc003mcm.3	P52952	600584	123797
HGNC:32940	NKX2-6	8	8p21.2	ENSG00000180053	137814	uc011kzy.3	A6NCS4	611770	159562
HGNC:16364	NKX2-8	14	14q13.3	ENSG00000136327	26257	uc001wtx.4	O15522	603245	
HGNC:7838	NKX3-1	8	8p21.2	ENSG00000167034	4824	uc011kzx.3	Q99801	602041	
HGNC:951	NKX3-2	4	4p15.33	ENSG00000109705	579	uc003gmx.3	P78367	602183	232223
HGNC:7839	NKX6-1	4	4q21.23	ENSG00000163623	4825	uc003hpa.2	P78426	602563	
HGNC:19321	NKX6-2	10	10q26.3	ENSG00000148826	84504	uc001llr.3	Q9C056	605955	
HGNC:26328	NKX6-3	8	8p11.21	ENSG00000165066	157848	uc064mig.1	A6NJ46	610772	
HGNC:19889	NLE1	17	17q12	ENSG00000073536	54475	uc002hiy.3	Q9NVX2		
HGNC:14291	NLGN1	3	3q26.31	ENSG00000169760	22871	uc003fio.3	Q8N2Q7	600568	
HGNC:14290	NLGN2	17	17p13.1	ENSG00000169992	57555	uc060apb.1	Q8NFZ4	606479	
HGNC:14289	NLGN3	X	Xq13.1	ENSG00000196338	54413	uc004dzd.3	Q9NZ94	300336	123803
HGNC:14287	NLGN4X	X	Xp22.32-p22.31	ENSG00000146938	57502	uc004crr.5	Q8N0W4	300427	123807
HGNC:15529	NLGN4Y	Y	Yq11.221	ENSG00000165246	22829	uc004ftg.3	Q8NFZ3	400028	
HGNC:29858	NLK	17	17q11.2	ENSG00000087095	51701	uc010crj.4	Q9UBE8	609476	
HGNC:16058	NLN	5	5q12.3	ENSG00000123213	57486	uc003juf.3	Q9BYT8	611530	
HGNC:29889	NLRC3	16	16p13.3	ENSG00000167984	197358	uc032dpc.2	Q7RTR2	615648	
HGNC:16412	NLRC4	2	2p22.3	ENSG00000091106	58484	uc061hxs.1	Q9NPP4	606831	444736
HGNC:29933	NLRC5	16	16q13	ENSG00000140853	84166	uc021tit.2	Q86WI3	613537	
HGNC:14374	NLRP1	17	17p13	ENSG00000091592	22861	uc060acy.1	Q9C000	606636	139184
HGNC:22948	NLRP2	19	19q13.42	ENSG00000022556	55655	uc021vbq.2	Q9NX02	609364	
HGNC:29887	NLRP2B	X	Xp11.21	ENSG00000215174	286430	uc284rbm.1	P0DMW2		
HGNC:16400	NLRP3	1	1q44	ENSG00000162711	114548	uc001icr.4	Q96P20	606416	123821
HGNC:22943	NLRP4	19	19q13.43	ENSG00000160505	147945	uc002qmd.5	Q96MN2	609645	
HGNC:21269	NLRP5	19	19q13.43	ENSG00000171487	126206	uc002qmj.4	P59047	609658	
HGNC:22944	NLRP6	11	11p15.5	ENSG00000174885	171389	uc010qvs.4	P59044	609650	
HGNC:22947	NLRP7	19	19q13.42	ENSG00000167634	199713	uc061ctx.1	Q8WX94	609661	123834
HGNC:22940	NLRP8	19	19q13.43	ENSG00000179709	126205	uc002qmh.3	Q86W28	609659	
HGNC:22941	NLRP9	19	19q13.42	ENSG00000185792	338321	uc002qly.3	Q7RTR0	609663	
HGNC:21464	NLRP10	11	11p15.4	ENSG00000182261	338322	uc001mfv.2	Q86W26	609662	
HGNC:22945	NLRP11	19	19q13.43	ENSG00000179873	204801	uc061dcz.1	P59045	609664	
HGNC:22938	NLRP12	19	19q13.42	ENSG00000142405	91662	uc002qch.6	P59046	609648	138361
HGNC:22937	NLRP13	19	19q13.43	ENSG00000173572	126204	uc010ygg.3	Q86W25	609660	
HGNC:22939	NLRP14	11	11p15.4	ENSG00000158077	338323	uc001mfb.2	Q86W24	609665	
HGNC:29890	NLRX1	11	11q23.3	ENSG00000160703	79671	uc031yhm.2	Q86UT6	611947	
HGNC:7842	NMB	15	15q25.2	ENSG00000197696	4828	uc002bkz.4	P08949	162340	
HGNC:7843	NMBR	6	6q24.1	ENSG00000135577	4829	uc003qiu.3	P28336	162341	
HGNC:24250	NMD3	3	3q26.1	ENSG00000169251	51068	uc062ppw.1	Q96D46	611021	
HGNC:7849	NME1	17	17q21.33	ENSG00000239672	4830	uc002iti.3	P15531	156490	
HGNC:7850	NME2	17	17q21.33	ENSG00000243678	4831	uc002itl.3	P22392	156491	
HGNC:7851	NME3	16	16p13.3	ENSG00000103024	4832	uc002cmm.4	Q13232	601817	
HGNC:7852	NME4	16	16p13.3	ENSG00000103202	4833	uc002cgz.4	O00746	601818	
HGNC:7853	NME5	5	5q31.2	ENSG00000112981	8382	uc003lce.4	P56597	603575	
HGNC:20567	NME6	3	3p21.31	ENSG00000172113	10201	uc062jgf.1	O75414	608294	
HGNC:20461	NME7	1	1q24.2	ENSG00000143156	29922	uc001gfu.5	Q9Y5B8	613465	469734
HGNC:16473	NME8	7	7p14.1	ENSG00000086288	51314	uc003tfn.4	Q8N427	607421	138359
HGNC:21343	NME9	3	3q22.3	ENSG00000181322	347736	uc003esg.4	Q86XW9	618584	
HGNC:7854	NMI	2	2q23.3	ENSG00000123609	9111	uc002txi.3	Q13287	603525	
HGNC:17877	NMNAT1	1	1p36.22	ENSG00000173614	64802	uc001aqp.3	Q9HAN9	608700	310793
HGNC:16789	NMNAT2	1	1q25.3	ENSG00000157064	23057	uc001gqc.3	Q9BZQ4	608701	
HGNC:20989	NMNAT3	3	3q23	ENSG00000163864	349565	uc062ojj.1	Q96T66	608702	
HGNC:24987	NMRAL1	16	16p13.3	ENSG00000153406	57407	uc059qfd.1	Q9HBL8		
HGNC:26057	NMRK1	9	9q21.13	ENSG00000106733	54981	uc004ajr.5	Q9NWW6	608704	
HGNC:17871	NMRK2	19	19p13.3	ENSG00000077009	27231	uc002lyz.4	Q9NPI5	608705	
HGNC:32203	NMS	2	2q11.2	ENSG00000204640	129521	uc002tan.1	Q5H8A3	619337	
HGNC:7857	NMT1	17	17q21.31	ENSG00000136448	4836	uc002ihz.4	P30419	160993	
HGNC:7858	NMT2	10	10p13	ENSG00000152465	9397	uc001inz.2	O60551	603801	
HGNC:7859	NMU	4	4q12	ENSG00000109255	10874	uc003hbc.3	P48645	605103	
HGNC:4518	NMUR1	2	2q37.1	ENSG00000171596	10316	uc002vry.5	Q9HB89	604153	
HGNC:16454	NMUR2	5	5q33.1	ENSG00000132911	56923	uc003luv.3	Q9GZQ4	605108	
HGNC:7860	NNAT	20	20q11.23	ENSG00000053438	4826	uc002xhd.4	Q16517	603106	
HGNC:7861	NNMT	11	11q23.2	ENSG00000166741	4837	uc001por.2	P40261	600008	
HGNC:7863	NNT	5	5p12	ENSG00000112992	23530	uc003joe.4	Q13423	607878	304075
HGNC:28473	NOA1	4	4q12	ENSG00000084092	84273	uc003hck.4	Q8NC60	614919	
HGNC:29540	NOB1	16	16q22.1	ENSG00000141101	28987	uc002exs.5	Q9ULX3	613586	
HGNC:22448	NOBOX	7	7q35	ENSG00000106410	135935	uc064iya.1	O60393	610934	180166
HGNC:24517	NOC2L	1	1p36.33	ENSG00000188976	26155	uc001abz.5	Q9Y3T9	610770	
HGNC:24034	NOC3L	10	10q23.33	ENSG00000173145	64318	uc001kjq.2	Q8WTT2	610769	
HGNC:28461	NOC4L	12	12q24.33	ENSG00000184967	79050	uc001ujz.1	Q9BVI4	612819	
HGNC:14254	NOCT	4	4q31.1	ENSG00000151014	25819		Q9UK39	608468	
HGNC:16390	NOD1	7	7p14.3	ENSG00000106100	10392	uc003tav.4	Q9Y239	605980	
HGNC:5331	NOD2	16	16q12.1	ENSG00000167207	64127	uc002egm.2	Q9HC29	605956	123845
HGNC:7865	NODAL	10	10q22.1	ENSG00000156574	4838	uc001jrc.3	Q96S42	601265	281884
HGNC:7866	NOG	17	17q22	ENSG00000183691	9241	uc002iup.2	Q13253	602991	123854
HGNC:7869	NOL3	16	16q22.1	ENSG00000140939	8996	uc031qwo.2	O60936	605235	324240
HGNC:7870	NOL4	18	18q12.1	ENSG00000101746	8715	uc010dmi.3	O94818	603577	
HGNC:16106	NOL4L	20	20q11.21	ENSG00000197183	140688		Q96MY1	618893	
HGNC:19910	NOL6	9	9p13.3	ENSG00000165271	65083	uc003zsz.4	Q9H6R4	611532	
HGNC:21040	NOL7	6	6p23	ENSG00000225921	51406	uc003naz.4	Q9UMY1	611533	
HGNC:23387	NOL8	9	9q22.31	ENSG00000198000	55035	uc064uhl.1	Q76FK4	611534	
HGNC:26265	NOL9	1	1p36.31	ENSG00000162408	79707	uc001ans.4	Q5SY16		
HGNC:25862	NOL10	2	2p25.1	ENSG00000115761	79954	uc002raq.4	Q9BSC4	616197	
HGNC:24557	NOL11	17	17q24.2	ENSG00000130935	25926	uc002jgd.2	Q9H8H0	615366	
HGNC:28585	NOL12	22	22q13.1	ENSG00000273899	79159	uc003atp.4	Q9UGY1		
HGNC:15608	NOLC1	10	10q24.32	ENSG00000166197	9221	uc001kuo.4	Q14978	602394	
HGNC:13244	NOM1	7	7q36.3	ENSG00000146909	64434	uc003wmy.3	Q5C9Z4	611269	
HGNC:30060	NOMO1	16	16p13.11	ENSG00000103512	23420	uc002dcv.4	Q15155	609157	
HGNC:22652	NOMO2	16	16p12.3	ENSG00000185164	283820	uc032dtk.2	Q5JPE7	609158	
HGNC:25242	NOMO3	16	16p13.11	ENSG00000103226	408050	uc002deq.4	P69849	609159	
HGNC:7871	NONO	X	Xq13.1	ENSG00000147140	4841	uc004dzn.5	Q15233	300084	326751
HGNC:7867	NOP2	12	12p13.31	ENSG00000111641	4839	uc058kgw.1	P46087	164031	
HGNC:19826	NOP9	14	14q12	ENSG00000196943	161424	uc001wol.3	Q86U38	618308	
HGNC:14378	NOP10	15	15q14	ENSG00000182117	55505	uc001zie.2	Q9NPE3	606471	159137
HGNC:16821	NOP14	4	4p16.3	ENSG00000087269	8602	uc003ggl.4	P78316	611526	
HGNC:26934	NOP16	5	5q35.2	ENSG00000048162	51491	uc032vuv.2	Q9Y3C1	612861	
HGNC:4333	NOP53	19	19q13.33	ENSG00000105373	29997	uc002phm.3	Q9NZM5	605691	
HGNC:15911	NOP56	20	20p13	ENSG00000101361	10528	uc002wgh.4	O00567	614154	279649
HGNC:29926	NOP58	2	2q33.1	ENSG00000055044	51602	uc002uzb.4	Q9Y2X3	616742	
HGNC:28628	NOPCHAP1	12	12q23.3	ENSG00000151131	121053	uc001tlb.4	Q8N5I9		
HGNC:7872	NOS1	12	12q24.22	ENSG00000089250	4842	uc001twm.3	P29475	163731	426568
HGNC:16859	NOS1AP	1	1q23.3	ENSG00000198929	9722	uc001gbv.3	O75052	605551	289008
HGNC:7873	NOS2	17	17q11.2	ENSG00000007171	4843	uc002gzu.4	P35228	163730	
HGNC:7876	NOS3	7	7q36.1	ENSG00000164867	4846	uc003wif.4	P29474	163729	470782
HGNC:17946	NOSIP	19	19q13.33	ENSG00000142546	51070	uc002pol.5	Q9Y314	616759	
HGNC:20203	NOSTRIN	2	2q24.3	ENSG00000163072	115677	uc002ueg.4	Q8IVI9	607496	
HGNC:7881	NOTCH1	9	9q34.3	ENSG00000148400	4851	uc004chz.4	P46531	190198	123361
HGNC:7882	NOTCH2	1	1p12	ENSG00000134250	4853	uc001eik.4	Q04721	600275	123858
HGNC:31862	NOTCH2NLA	1	1q21.1	ENSG00000264343	388677	uc031uty.2	Q7Z3S9	618023	
HGNC:53923	NOTCH2NLB	1	1q21.2	ENSG00000286019	100996763		P0DPK3	618024	
HGNC:53924	NOTCH2NLC	1	1q21.2	ENSG00000286219	100996717		P0DPK4	618025	
HGNC:7883	NOTCH3	19	19p13.12	ENSG00000074181	4854	uc002nan.4	Q9UM47	600276	123860
HGNC:7884	NOTCH4	6	6p21.32	ENSG00000204301	4855	uc003obb.3	Q99466	164951	
HGNC:31839	NOTO	2	2p13.2	ENSG00000214513	344022	uc010yrd.3	A8MTQ0		
HGNC:27106	NOTUM	17	17q25.3	ENSG00000185269	147111	uc010wvg.3	Q6P988	609847	
HGNC:7886	NOVA1	14	14q12	ENSG00000139910	4857	uc001wpy.4	P51513	602157	
HGNC:7887	NOVA2	19	19q13.32	ENSG00000104967	4858	uc002pdv.3	Q9UNW9	601991	
HGNC:7889	NOX1	X	Xq22.1	ENSG00000007952	27035	uc004egj.3	Q9Y5S8	300225	
HGNC:7890	NOX3	6	6q25.3	ENSG00000074771	50508	uc003qqm.4	Q9HBY0	607105	
HGNC:7891	NOX4	11	11q14.3	ENSG00000086991	50507	uc001pct.4	Q9NPH5	605261	
HGNC:14874	NOX5	15	15q23	ENSG00000255346	79400	uc002arr.3	Q96PH1	606572	
HGNC:10668	NOXA1	9	9q34.3	ENSG00000188747	10811	uc004cmu.4	Q86UR1	611255	
HGNC:19404	NOXO1	16	16p13.3	ENSG00000196408	124056	uc002cnx.5	Q8NFA2	611256	
HGNC:20487	NOXRED1	14	14q24.3	ENSG00000165555	122945	uc001xtr.4	Q6NXP6		
HGNC:1190	NPAP1	15	15q11.2	ENSG00000185823	23742	uc001ywo.4	Q9NZP6	610922	
HGNC:53980	NPAP1L	16	16q21	ENSG00000278499	729159				
HGNC:7894	NPAS1	19	19q13.32	ENSG00000130751	4861	uc002pfw.4	Q99742	603346	
HGNC:7895	NPAS2	2	2q11.2	ENSG00000170485	4862	uc002tap.2	Q99743	603347	
HGNC:19311	NPAS3	14	14q13.1	ENSG00000151322	64067	uc001wrt.4	Q8IXF0	609430	
HGNC:18983	NPAS4	11	11q13.2	ENSG00000174576	266743	uc001ohx.2	Q8IUM7	608554	
HGNC:7896	NPAT	11	11q22.3	ENSG00000149308	4863	uc001pjz.6	Q14207	601448	
HGNC:30099	NPB	17	17q25.3	ENSG00000183979	256933	uc002kcd.4	Q8NG41	607996	
HGNC:4522	NPBWR1	8	8q11.23	ENSG00000288611	2831	uc011ldu.3	P48145	600730	
HGNC:4530	NPBWR2	20	20q13.33	ENSG00000125522	2832	uc011abt.3	P48146	600731	
HGNC:7897	NPC1	18	18q11.2	ENSG00000141458	4864	uc002kum.5	O15118	607623	123868
HGNC:7898	NPC1L1	7	7p13	ENSG00000015520	29881	uc003tlb.4	Q9UHC9	608010	421441
HGNC:14537	NPC2	14	14q24.3	ENSG00000119655	10577	uc010tus.3	P61916	601015	123870
HGNC:7899	NPDC1	9	9q34.3	ENSG00000107281	56654	uc004ckt.3	Q9NQX5	605798	
HGNC:16244	NPEPL1	20	20q13.32	ENSG00000215440	79716	uc010zzs.2	Q8NDH3		
HGNC:7900	NPEPPS	17	17q21.32	ENSG00000141279	9520	uc002ilr.5	P55786	606793	
HGNC:7901	NPFF	12	12q13.13	ENSG00000139574	8620	uc001sdw.1	O15130	604643	
HGNC:17425	NPFFR1	10	10q22.1	ENSG00000148734	64106	uc021psj.2	Q9GZQ6	607448	
HGNC:4525	NPFFR2	4	4q13.3	ENSG00000056291	10886	uc003hgh.3	Q9Y5X5	607449	
HGNC:7905	NPHP1	2	2q13	ENSG00000144061	4867	uc002tfl.6	O15259	607100	123874
HGNC:7907	NPHP3	3	3q22.1	ENSG00000113971	27031	uc003epe.3	Q7Z494	608002	123878
HGNC:19104	NPHP4	1	1p36.31	ENSG00000131697	261734	uc001alq.3	O75161	607215	123884
HGNC:7908	NPHS1	19	19q13.12	ENSG00000161270	4868	uc002oby.4	O60500	602716	123889
HGNC:13394	NPHS2	1	1q25.2	ENSG00000116218	7827	uc001gmq.5	Q9NP85	604766	123893
HGNC:7909	NPIPA1	16	16p13.11	ENSG00000183426	9284		Q9UND3	606406	
HGNC:41979	NPIPA2	16	16p13.11	ENSG00000254852	642799		E9PIF3		
HGNC:41978	NPIPA3	16	16p13.11	ENSG00000224712	642778		F8WFD2		
HGNC:41980	NPIPA5	16	16p13.11	ENSG00000183793	100288332		E9PKD4		
HGNC:41982	NPIPA7	16	16p13.11	ENSG00000214967	101059938		E9PJI5		
HGNC:41983	NPIPA8	16	16p12.3	ENSG00000214940	101059953		P0DM63		
HGNC:37451	NPIPB2	16	16p13.13	ENSG00000234719	729978		A6NJ64		
HGNC:28989	NPIPB3	16	16p12.2	ENSG00000169246	23117		Q92617		
HGNC:41985	NPIPB4	16	16p12.2	ENSG00000185864	440345		C9JG80		
HGNC:37233	NPIPB5	16	16p12.2	ENSG00000243716	100132247		A8MRT5		
HGNC:37454	NPIPB6	16	16p12.1	ENSG00000198156	728741		E9PJ23		
HGNC:37490	NPIPB8	16	16p11.2	ENSG00000255524	728734		E9PQR5		
HGNC:41987	NPIPB9	16	16p11.2	ENSG00000196993	100507607		F8W1W9		
HGNC:37453	NPIPB11	16	16p11.2	ENSG00000254206	728888		E5RHQ5		
HGNC:37491	NPIPB12	16	16p11.2	ENSG00000169203	440353		F8W0I5		
HGNC:41989	NPIPB13	16	16p11.2	ENSG00000198064	613037		A6NJU9		
HGNC:34409	NPIPB15	16	16q23.1	ENSG00000196436	440348		A6NHN6		
HGNC:16781	NPL	1	1q25.3	ENSG00000135838	80896	uc057nuk.1	Q9BXD5	611412	
HGNC:18261	NPLOC4	17	17q25.3	ENSG00000182446	55666	uc002kat.5	Q8TAT6	606590	
HGNC:7910	NPM1	5	5q35.1	ENSG00000181163	4869	uc032vtc.2	P06748	164040	159793
HGNC:7930	NPM2	8	8p21.3	ENSG00000158806	10361	uc003xad.5	Q86SE8	608073	
HGNC:7931	NPM3	10	10q24.32	ENSG00000107833	10360	uc001ktt.3	O75607	606456	
HGNC:27405	NPNT	4	4q24	ENSG00000168743	255743	uc003hya.4	Q6UXI9	610306	
HGNC:7939	NPPA	1	1p36.22	ENSG00000175206	4878	uc001ati.4	P01160	108780	205584
HGNC:7940	NPPB	1	1p36.22	ENSG00000120937	4879	uc001atj.4	P16860	600295	
HGNC:7941	NPPC	2	2q37.1	ENSG00000163273	4880	uc002vsl.3	P23582	600296	
HGNC:7943	NPR1	1	1q21.3	ENSG00000169418	4881	uc001fcs.5	P16066	108960	
HGNC:7944	NPR2	9	9p13.3	ENSG00000159899	4882	uc003zyd.4	P20594	108961	123897
HGNC:7945	NPR3	5	5p13.3	ENSG00000113389	4883	uc003jhu.4	P17342	108962	
HGNC:24969	NPRL2	3	3p21.31	ENSG00000114388	10641	uc003daj.2	Q8WTW4	607072	465703
HGNC:14124	NPRL3	16	16p13.3	ENSG00000103148	8131	uc059ogj.1	Q12980	600928	465709
HGNC:33940	NPS	10	10q26.2	ENSG00000214285	594857	uc001ljx.2	P0C0P6	609513	
HGNC:23631	NPSR1	7	7p14.3	ENSG00000187258	387129	uc003teg.1	Q6W5P4	608595	
HGNC:17867	NPTN	15	15q24.1	ENSG00000156642	27020	uc002avs.4	Q9Y639	612820	
HGNC:7952	NPTX1	17	17q25.3	ENSG00000171246	4884	uc002jyp.2	Q15818	602367	
HGNC:7953	NPTX2	7	7q22.1	ENSG00000106236	4885	uc003upl.3	P47972	600750	
HGNC:7954	NPTXR	22	22q13.1	ENSG00000221890	23467	uc062eix.1	O95502	609474	
HGNC:13782	NPVF	7	7p15.3	ENSG00000105954	64111	uc003sxo.4	Q9HCQ7	616984	
HGNC:30509	NPW	16	16p13.3	ENSG00000183971	283869	uc059pez.1	Q8N729	607997	
HGNC:7955	NPY	7	7p15.3	ENSG00000122585	4852	uc003sww.3	P01303	162640	
HGNC:7956	NPY1R	4	4q32.2	ENSG00000164128	4886	uc003iqm.3	P25929	162641	
HGNC:7957	NPY2R	4	4q32.1	ENSG00000185149	4887	uc003ioq.3	P49146	162642	
HGNC:9329	NPY4R	10	10q11.22	ENSG00000204174	5540	uc031wfd.1	P50391	601790	
HGNC:52383	NPY4R2	10	10q11.22	ENSG00000264717	100996758		P0DQD5		
HGNC:7958	NPY5R	4	4q32.2	ENSG00000164129	4889	uc003iqn.3	Q15761	602001	
HGNC:2874	NQO1	16	16q22.1	ENSG00000181019	1728	uc002exp.5	P15559	125860	
HGNC:7856	NQO2	6	6p25.2	ENSG00000124588	4835	uc003mus.3	P16083	160998	
HGNC:7962	NR1D1	17	17q21.1	ENSG00000126368	9572	uc002htz.4	P20393	602408	
HGNC:7963	NR1D2	3	3p24.2	ENSG00000174738	9975	uc003ccs.2	Q14995	602304	470786
HGNC:7965	NR1H2	19	19q13.3	ENSG00000131408	7376	uc010enw.5	P55055	600380	
HGNC:7966	NR1H3	11	11p11.2	ENSG00000025434	10062	uc058bcq.1	Q13133	602423	
HGNC:7967	NR1H4	12	12q23.1	ENSG00000012504	9971	uc001thp.3	Q96RI1	603826	304804
